name,type_1,type_2,hp,attack,defense,speed,sp_attack,sp_defense,evs,moves,tutor_moves,catch_rate,happiness,abilities,hidden_abilities,height,weight,pokedex,generation,evolutions
Monferno,FIRE,FIGHTING,64,78,52,81,78,52,,"0,MACHPUNCH,1,NASTYPLOT,1,FACADE,1,FLAMETHROWER,1,SCRATCH,1,LEER,1,EMBER,7,EMBER,9,TAUNT,12,POWERUPPUNCH,16,FURYSWIPES,19,FLAMEWHEEL,26,FEINT,29,TORMENT,36,CLOSECOMBAT,39,FIRESPIN,46,ACROBATICS,49,SLACKOFF,56,FLAREBLITZ","ACROBATICS,AERIALACE,ATTRACT,BRICKBREAK,BULKUP,CAPTIVATE,CONFIDE,COVET,CUT,DIG,DOUBLETEAM,DUALCHOP,ENDEAVOR,ENDURE,FACADE,FIREBLAST,FIREPLEDGE,FIREPUNCH,FLAMECHARGE,FLAMETHROWER,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,GRASSKNOT,GUNKSHOT,HEADBUTT,HEATWAVE,HELPINGHAND,HIDDENPOWER,HONECLAWS,INCINERATE,IRONTAIL,LOWKICK,LOWSWEEP,MIMIC,MUDSLAP,NASTYPLOT,NATURALGIFT,OVERHEAT,POISONJAB,POWERUPPUNCH,PROTECT,REST,RETALIATE,RETURN,ROCKCLIMB,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROLEPLAY,ROLLOUT,ROUND,SECRETPOWER,SHADOWCLAW,SLEEPTALK,SNORE,STEALTHROCK,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,SWORDSDANCE,TAUNT,THUNDERPUNCH,TORMENT,UTURN,VACUUMWAVE,WILLOWISP,WORKUP",45,50,BLAZE,IRONFIST,0.9,22.0,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.",4,"INFERNAPE,Level,36"
Infernape,FIRE,FIGHTING,76,104,71,108,104,71,,"0,CLOSECOMBAT,1,MACHPUNCH,1,FLAREBLITZ,1,NASTYPLOT,1,FACADE,1,FLAMETHROWER,1,TORMENT,1,SLACKOFF,1,SCRATCH,1,LEER,1,EMBER,1,TAUNT,7,EMBER,9,TAUNT,12,POWERUPPUNCH,16,FURYSWIPES,19,FLAMEWHEEL,26,FEINT,29,UTURN,42,FIRESPIN,52,ACROBATICS,58,CALMMIND,68,FLAREBLITZ","ACROBATICS,AERIALACE,ATTRACT,BLASTBURN,BRICKBREAK,BULKUP,BULLDOZE,CALMMIND,CAPTIVATE,CONFIDE,COVET,CUT,DIG,DOUBLETEAM,DUALCHOP,EARTHQUAKE,ENDEAVOR,ENDURE,FACADE,FIREBLAST,FIREPLEDGE,FIREPUNCH,FLAMECHARGE,FLAMETHROWER,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,GIGAIMPACT,GRASSKNOT,GUNKSHOT,HEADBUTT,HEATWAVE,HELPINGHAND,HIDDENPOWER,HONECLAWS,HYPERBEAM,INCINERATE,IRONTAIL,LASERFOCUS,LOWKICK,LOWSWEEP,MIMIC,MUDSLAP,NASTYPLOT,NATURALGIFT,OVERHEAT,POISONJAB,POWERUPPUNCH,PROTECT,REST,RETALIATE,RETURN,ROAR,ROCKCLIMB,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROLEPLAY,ROLLOUT,ROUND,SECRETPOWER,SHADOWCLAW,SLEEPTALK,SNORE,SOLARBEAM,STEALTHROCK,STONEEDGE,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,SWORDSDANCE,TAUNT,THUNDERPUNCH,TORMENT,UTURN,VACUUMWAVE,WILLOWISP,WORKUP",45,50,BLAZE,IRONFIST,1.2,55.0,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,4,
Piplup,WATER,,53,51,53,40,61,56,,"1,POUND,4,GROWL,6,WATERGUN,11,CHARM,15,PECK,18,BUBBLEBEAM,22,SWAGGER,25,FURYATTACK,29,BRINE,32,WHIRLPOOL,36,MIST,39,DRILLPECK,43,HYDROPUMP","AERIALACE,ATTRACT,BLIZZARD,BRICKBREAK,BRINE,CAPTIVATE,CONFIDE,COVET,CUT,DEFOG,DIG,DIVE,DOUBLETEAM,ECHOEDVOICE,ENDURE,FACADE,FLING,FRUSTRATION,GRASSKNOT,HAIL,HEADBUTT,HIDDENPOWER,ICEBEAM,ICYWIND,MIMIC,MUDSLAP,NATURALGIFT,PLUCK,PROTECT,QUASH,RAINDANCE,REST,RETURN,ROCKTOMB,ROUND,SCALD,SECRETPOWER,SIGNALBEAM,SLEEPTALK,SNORE,STEALTHROCK,SUBSTITUTE,SURF,SWAGGER,WATERFALL,WATERPLEDGE,WATERPULSE,WHIRLPOOL,WORKUP",45,50,TORRENT,DEFIANT,0.4,5.2,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.",4,"PRINPLUP,Level,16"
Prinplup,WATER,,64,66,68,50,81,76,,"0,METALCLAW,1,POUND,1,TACKLE,1,GROWL,4,GROWL,8,WATERGUN,11,CHARM,15,PECK,19,BUBBLEBEAM,24,SWAGGER,28,FURYATTACK,33,BRINE,37,WHIRLPOOL,42,MIST,46,DRILLPECK,50,HYDROPUMP","AERIALACE,ATTRACT,BLIZZARD,BRICKBREAK,BRINE,CAPTIVATE,CONFIDE,COVET,CUT,DEFOG,DIG,DIVE,DOUBLETEAM,ECHOEDVOICE,ENDURE,FACADE,FLING,FRUSTRATION,GRASSKNOT,HAIL,HEADBUTT,HIDDENPOWER,HONECLAWS,ICEBEAM,ICYWIND,MIMIC,MUDSLAP,NATURALGIFT,PLUCK,PROTECT,QUASH,RAINDANCE,REST,RETURN,ROCKSMASH,ROCKTOMB,ROUND,SCALD,SECRETPOWER,SHADOWCLAW,SIGNALBEAM,SLEEPTALK,SNORE,STEALTHROCK,STRENGTH,SUBSTITUTE,SURF,SWAGGER,WATERFALL,WATERPLEDGE,WATERPULSE,WHIRLPOOL,WORKUP",45,50,TORRENT,DEFIANT,0.8,23.0,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",4,"EMPOLEON,Level,36"
Empoleon,WATER,STEEL,84,86,88,60,111,101,,"0,AQUAJET,1,METALCLAW,1,POUND,1,CHARM,1,TACKLE,1,GROWL,4,GROWL,8,WATERGUN,11,SWORDSDANCE,15,PECK,19,BUBBLEBEAM,24,SWAGGER,28,FURYATTACK,33,BRINE,39,WHIRLPOOL,46,MIST,52,DRILLPECK,59,HYDROPUMP","AERIALACE,ATTRACT,AVALANCHE,BLIZZARD,BRICKBREAK,BRINE,BULLDOZE,CAPTIVATE,CONFIDE,COVET,CUT,DEFOG,DIG,DIVE,DOUBLETEAM,EARTHQUAKE,ECHOEDVOICE,ENDURE,FACADE,FLASHCANNON,FLING,FRUSTRATION,FURYCUTTER,GIGAIMPACT,GRASSKNOT,HAIL,HEADBUTT,HIDDENPOWER,HONECLAWS,HYDROCANNON,HYPERBEAM,ICEBEAM,ICYWIND,IRONDEFENSE,KNOCKOFF,LASERFOCUS,LIQUIDATION,MIMIC,MUDSLAP,NATURALGIFT,PLUCK,PROTECT,QUASH,RAINDANCE,REST,RETURN,ROAR,ROCKCLIMB,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROUND,SCALD,SECRETPOWER,SHADOWCLAW,SIGNALBEAM,SLEEPTALK,SNORE,STEALTHROCK,STEELWING,STRENGTH,SUBSTITUTE,SURF,SWAGGER,SWORDSDANCE,THROATCHOP,WATERFALL,WATERPLEDGE,WATERPULSE,WHIRLPOOL,WORKUP",45,50,TORRENT,DEFIANT,1.7,84.5,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,4,
Starly,NORMAL,FLYING,40,55,30,60,30,30,,"1,TACKLE,1,GROWL,5,QUICKATTACK,9,WINGATTACK,13,DOUBLETEAM,17,ENDEAVOR,21,WHIRLWIND,25,AERIALACE,29,TAKEDOWN,33,AGILITY,37,BRAVEBIRD,41,FINALGAMBIT","AERIALACE,AIRCUTTER,ATTRACT,CAPTIVATE,CONFIDE,DEFOG,DOUBLETEAM,ECHOEDVOICE,ENDEAVOR,ENDURE,FACADE,FLY,FRUSTRATION,HEATWAVE,HIDDENPOWER,MIMIC,MUDSLAP,NATURALGIFT,OMINOUSWIND,PLUCK,PROTECT,RAINDANCE,REST,RETURN,ROOST,ROUND,SECRETPOWER,SLEEPTALK,SNORE,STEELWING,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,TAILWIND,THIEF,TWISTER,UPROAR,UTURN,WORKUP",255,50,KEENEYE,RECKLESS,0.3,2.0,"They flock in great numbers. Though small, they flap their wings with great power.",4,"STARAVIA,Level,14"
Staravia,NORMAL,FLYING,55,75,50,80,40,40,,"1,TACKLE,1,GROWL,1,QUICKATTACK,5,QUICKATTACK,9,WINGATTACK,13,DOUBLETEAM,18,ENDEAVOR,23,WHIRLWIND,28,AERIALACE,33,TAKEDOWN,38,AGILITY,43,BRAVEBIRD,48,FINALGAMBIT","AERIALACE,AIRCUTTER,ATTRACT,CAPTIVATE,CONFIDE,DEFOG,DOUBLETEAM,ECHOEDVOICE,ENDEAVOR,ENDURE,FACADE,FLY,FRUSTRATION,HEATWAVE,HIDDENPOWER,MIMIC,MUDSLAP,NATURALGIFT,OMINOUSWIND,PLUCK,PROTECT,RAINDANCE,REST,RETALIATE,RETURN,ROOST,ROUND,SECRETPOWER,SLEEPTALK,SNORE,STEELWING,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,TAILWIND,THIEF,TWISTER,UPROAR,UTURN,WORKUP",120,50,INTIMIDATE,RECKLESS,0.6,15.5,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.,4,"STARAPTOR,Level,34"
Staraptor,NORMAL,FLYING,85,120,70,100,50,60,,"0,CLOSECOMBAT,1,TACKLE,1,GROWL,1,QUICKATTACK,1,WINGATTACK,5,QUICKATTACK,9,WINGATTACK,13,DOUBLETEAM,18,ENDEAVOR,23,WHIRLWIND,28,AERIALACE,33,TAKEDOWN,41,AGILITY,49,BRAVEBIRD,57,FINALGAMBIT","AERIALACE,AIRCUTTER,ATTRACT,CAPTIVATE,CONFIDE,DEFOG,DOUBLETEAM,ECHOEDVOICE,ENDEAVOR,ENDURE,FACADE,FLY,FRUSTRATION,GIGAIMPACT,HEATWAVE,HIDDENPOWER,HYPERBEAM,LASERFOCUS,MIMIC,MUDSLAP,NATURALGIFT,OMINOUSWIND,PLUCK,PROTECT,RAINDANCE,REST,RETALIATE,RETURN,ROOST,ROUND,SECRETPOWER,SKYATTACK,SLEEPTALK,SNORE,STEELWING,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,TAILWIND,THIEF,TWISTER,UPROAR,UTURN,WORKUP",45,50,INTIMIDATE,RECKLESS,1.2,24.9,It has a savage nature. It will courageously challenge foes that are much larger.,4,
Bidoof,NORMAL,,59,45,40,31,35,40,,"1,TACKLE,1,GROWL,5,DEFENSECURL,9,ROLLOUT,13,HEADBUTT,17,TAUNT,21,YAWN,25,CRUNCH,29,TAKEDOWN,33,SUPERFANG,37,SWORDSDANCE,41,AMNESIA,45,SUPERPOWER,49,CURSE","AQUATAIL,ATTRACT,BLIZZARD,CAPTIVATE,CHARGEBEAM,CONFIDE,COVET,CUT,DIG,DOUBLETEAM,ECHOEDVOICE,ENDURE,FACADE,FRUSTRATION,FURYCUTTER,GRASSKNOT,HEADBUTT,HIDDENPOWER,ICEBEAM,ICYWIND,IRONTAIL,LASTRESORT,MIMIC,MUDSLAP,NATURALGIFT,PLUCK,PROTECT,RAINDANCE,REST,RETALIATE,RETURN,ROCKSMASH,ROLLOUT,ROUND,SECRETPOWER,SHADOWBALL,SHOCKWAVE,SLEEPTALK,SNORE,STEALTHROCK,SUBSTITUTE,SUNNYDAY,SUPERFANG,SUPERPOWER,SWAGGER,SWIFT,SWORDSDANCE,TAUNT,THIEF,THUNDER,THUNDERBOLT,THUNDERWAVE,WORKUP",255,50,"SIMPLE,UNAWARE",MOODY,0.5,20.0,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",4,"BIBAREL,Level,15"
Bibarel,NORMAL,WATER,79,85,60,71,55,60,,"0,WATERGUN,1,AQUAJET,1,TACKLE,1,GROWL,5,DEFENSECURL,9,ROLLOUT,13,HEADBUTT,18,TAUNT,23,YAWN,28,CRUNCH,33,TAKEDOWN,38,SUPERFANG,43,SWORDSDANCE,48,AMNESIA,53,SUPERPOWER,58,CURSE","AQUATAIL,ATTRACT,BLIZZARD,BULLDOZE,CAPTIVATE,CHARGEBEAM,CONFIDE,COVET,CUT,DIG,DIVE,DOUBLETEAM,ECHOEDVOICE,ENDURE,FACADE,FLING,FOCUSPUNCH,FRUSTRATION,FURYCUTTER,GIGAIMPACT,GRASSKNOT,HEADBUTT,HIDDENPOWER,HYPERBEAM,ICEBEAM,ICYWIND,IRONTAIL,LASTRESORT,LIQUIDATION,MIMIC,MUDSLAP,NATURALGIFT,PLUCK,PROTECT,RAINDANCE,REST,RETALIATE,RETURN,ROCKCLIMB,ROCKSMASH,ROLLOUT,ROUND,SCALD,SECRETPOWER,SHADOWBALL,SHOCKWAVE,SLEEPTALK,SNORE,STEALTHROCK,STOMPINGTANTRUM,STRENGTH,SUBSTITUTE,SUNNYDAY,SUPERFANG,SUPERPOWER,SURF,SWAGGER,SWIFT,SWORDSDANCE,TAUNT,THIEF,THUNDER,THUNDERBOLT,THUNDERWAVE,WATERFALL,WATERPULSE,WHIRLPOOL,WORKUP",127,50,"SIMPLE,UNAWARE",MOODY,1.0,31.5,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,4,
Kricketot,BUG,,37,25,41,25,25,41,,"1,GROWL,1,POUND,6,STRUGGLEBUG,16,BUGBITE","BUGBITE,ENDEAVOR,MUDSLAP,SNORE,STRINGSHOT,STRUGGLEBUG,UPROAR",255,50,SHEDSKIN,RUNAWAY,0.3,2.2,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone.",4,"KRICKETUNE,Level,10"
Kricketune,BUG,,77,85,51,65,55,51,,"0,FURYCUTTER,1,GROWL,1,POUND,1,STRUGGLEBUG,1,BUGBITE,14,ABSORB,18,SING,22,FOCUSENERGY,26,SLASH,30,XSCISSOR,34,SCREECH,36,FELLSTINGER,38,TAUNT,42,NIGHTSLASH,44,STICKYWEB,46,BUGBUZZ,50,PERISHSONG","AERIALACE,ATTRACT,BRICKBREAK,BUGBITE,BUGBUZZ,CAPTIVATE,CONFIDE,CUT,DOUBLETEAM,ECHOEDVOICE,ENDEAVOR,ENDURE,FACADE,FALSESWIPE,FLASH,FRUSTRATION,FURYCUTTER,GIGAIMPACT,HEALBELL,HIDDENPOWER,HONECLAWS,HYPERBEAM,HYPERVOICE,INFESTATION,KNOCKOFF,LASERFOCUS,LEECHLIFE,MIMIC,MUDSLAP,NATURALGIFT,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETURN,ROCKSMASH,ROUND,SECRETPOWER,SILVERWIND,SLEEPTALK,SNORE,STRENGTH,STRINGSHOT,STRUGGLEBUG,SUBSTITUTE,SUNNYDAY,SWAGGER,SWORDSDANCE,TAUNT,THROATCHOP,UPROAR,XSCISSOR",45,50,SWARM,TECHNICIAN,1.0,25.5,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,4,
Shinx,ELECTRIC,,45,65,34,45,40,34,,"1,TACKLE,1,LEER,4,THUNDERSHOCK,8,CHARGE,12,BITE,16,SPARK,20,ROAR,24,VOLTSWITCH,28,SCARYFACE,32,THUNDERWAVE,36,CRUNCH,40,DISCHARGE,44,SWAGGER,48,WILDCHARGE","ATTRACT,CAPTIVATE,CHARGEBEAM,CONFIDE,CRUNCH,DOUBLETEAM,EERIEIMPULSE,ELECTROBALL,ENDURE,FACADE,FAKETEARS,FIREFANG,FLASH,FRUSTRATION,FURYCUTTER,HEADBUTT,HELPINGHAND,HIDDENPOWER,ICEFANG,IRONTAIL,LIGHTSCREEN,MAGNETRISE,MIMIC,MUDSLAP,NATURALGIFT,PLAYROUGH,PROTECT,PSYCHICFANGS,RAINDANCE,REST,RETURN,RISINGVOLTAGE,ROAR,ROUND,SCARYFACE,SECRETPOWER,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNARL,SNORE,STRENGTH,SUBSTITUTE,SWAGGER,SWIFT,THIEF,THUNDER,THUNDERBOLT,THUNDERFANG,THUNDERWAVE,VOLTSWITCH,WILDCHARGE",235,50,"RIVALRY,INTIMIDATE",GUTS,0.5,9.5,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,4,"LUXIO,Level,15"
Luxio,ELECTRIC,,60,85,49,60,60,49,,"1,TACKLE,1,LEER,1,THUNDERSHOCK,1,CHARGE,12,BITE,18,SPARK,24,ROAR,31,VOLTSWITCH,36,SCARYFACE,42,THUNDERWAVE,48,CRUNCH,54,DISCHARGE,60,SWAGGER,68,WILDCHARGE","ATTRACT,CAPTIVATE,CHARGEBEAM,CONFIDE,CRUNCH,DOUBLETEAM,EERIEIMPULSE,ELECTROBALL,ENDURE,FACADE,FAKETEARS,FIREFANG,FLASH,FRUSTRATION,FURYCUTTER,HEADBUTT,HELPINGHAND,HIDDENPOWER,ICEFANG,IRONTAIL,LIGHTSCREEN,MAGNETRISE,MIMIC,MUDSLAP,NATURALGIFT,PLAYROUGH,PROTECT,PSYCHICFANGS,RAINDANCE,REST,RETURN,RISINGVOLTAGE,ROAR,ROUND,SCARYFACE,SECRETPOWER,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNARL,SNORE,STRENGTH,SUBSTITUTE,SWAGGER,SWIFT,THIEF,THUNDER,THUNDERBOLT,THUNDERFANG,THUNDERWAVE,VOLTSWITCH,WILDCHARGE",120,100,"RIVALRY,INTIMIDATE",GUTS,0.9,30.5,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.,4,"LUXRAY,Level,30"
Luxray,ELECTRIC,,80,120,79,70,95,79,,"1,ELECTRICTERRAIN,1,TACKLE,1,LEER,1,THUNDERSHOCK,1,CHARGE,12,BITE,18,SPARK,24,ROAR,33,VOLTSWITCH,40,SCARYFACE,48,THUNDERWAVE,56,CRUNCH,64,DISCHARGE,72,SWAGGER,80,WILDCHARGE","AGILITY,ATTRACT,CAPTIVATE,CHARGEBEAM,CONFIDE,CRUNCH,DOUBLETEAM,EERIEIMPULSE,ELECTRICTERRAIN,ELECTROBALL,ENDURE,FACADE,FAKETEARS,FIREFANG,FLASH,FRUSTRATION,FURYCUTTER,GIGAIMPACT,HEADBUTT,HELPINGHAND,HIDDENPOWER,HYPERBEAM,ICEFANG,IRONTAIL,LASERFOCUS,LIGHTSCREEN,MAGNETRISE,MIMIC,MUDSLAP,NATURALGIFT,PLAYROUGH,PROTECT,PSYCHICFANGS,RAINDANCE,REST,RETURN,RISINGVOLTAGE,ROAR,ROUND,SCARYFACE,SECRETPOWER,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNARL,SNORE,STRENGTH,SUBSTITUTE,SUPERPOWER,SWAGGER,SWIFT,THIEF,THROATCHOP,THUNDER,THUNDERBOLT,THUNDERFANG,THUNDERWAVE,VOLTSWITCH,WILDCHARGE",45,50,"RIVALRY,INTIMIDATE",GUTS,1.4,42.0,It has eyes that can see through anything. It spots and captures prey hiding behind objects.,4,
Budew,GRASS,POISON,40,30,35,55,50,70,,"1,ABSORB,1,GROWTH,1,STUNSPORE,1,WORRYSEED","ATTRACT,BULLETSEED,CAPTIVATE,CONFIDE,COVET,CUT,DAZZLINGGLEAM,DOUBLETEAM,ENDURE,ENERGYBALL,FACADE,FLASH,FRUSTRATION,GIGADRAIN,GRASSKNOT,GRASSYGLIDE,HIDDENPOWER,LEAFSTORM,MIMIC,MUDSLAP,NATURALGIFT,NATUREPOWER,PINMISSILE,PROTECT,PSYCHUP,RAINDANCE,REST,RETURN,ROUND,SECRETPOWER,SEEDBOMB,SHADOWBALL,SLEEPTALK,SLUDGEBOMB,SNORE,SOLARBEAM,SPIKES,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,SWORDSDANCE,SYNTHESIS,UPROAR,VENOSHOCK,WEATHERBALL,WORRYSEED",255,50,"NATURALCURE,POISONPOINT",LEAFGUARD,0.2,1.2,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",4,"ROSELIA,HappinessDay,"
Roserade,GRASS,POISON,60,70,65,90,125,105,,"1,GRASSYTERRAIN,1,POISONSTING,1,VENOMDRENCH,1,MEGADRAIN,1,LEECHSEED,1,MAGICALLEAF,1,TOXICSPIKES,1,SWEETSCENT,1,GIGADRAIN,1,SYNTHESIS,1,TOXIC,1,PETALBLIZZARD,1,AROMATHERAPY,1,INGRAIN,1,PETALDANCE,1,ABSORB,1,GROWTH,1,STUNSPORE,1,WORRYSEED","ATTRACT,BODYSLAM,BULLETSEED,CAPTIVATE,CONFIDE,COVET,CUT,DAZZLINGGLEAM,DOUBLEEDGE,DOUBLETEAM,ENDURE,ENERGYBALL,FACADE,FLASH,FRUSTRATION,FURYCUTTER,GIGADRAIN,GIGAIMPACT,GRASSKNOT,GRASSYGLIDE,GRASSYTERRAIN,HIDDENPOWER,HYPERBEAM,LASERFOCUS,LEAFSTORM,MAGICALLEAF,MIMIC,MUDSLAP,NATURALGIFT,NATUREPOWER,PINMISSILE,POISONJAB,POWERWHIP,PROTECT,PSYCHUP,RAINDANCE,REST,RETURN,ROUND,SECRETPOWER,SEEDBOMB,SHADOWBALL,SLEEPTALK,SLUDGEBOMB,SNORE,SOLARBEAM,SPIKES,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,SWORDSDANCE,SYNTHESIS,TOXIC,TOXICSPIKES,UPROAR,VENOMDRENCH,VENOSHOCK,WEATHERBALL,WORRYSEED",75,50,"NATURALCURE,POISONPOINT",TECHNICIAN,0.9,14.5,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms.",4,
Cranidos,ROCK,,67,125,40,58,30,30,,"1,HEADBUTT,1,LEER,6,FOCUSENERGY,10,ROCKPOLISH,15,TAKEDOWN,19,SCARYFACE,24,ASSURANCE,28,SWORDSDANCE,33,ANCIENTPOWER,37,ZENHEADBUTT,42,SCREECH,46,HEADSMASH","ANCIENTPOWER,ATTRACT,BLIZZARD,BULLDOZE,CAPTIVATE,CONFIDE,DIG,DOUBLETEAM,DRAGONPULSE,EARTHPOWER,EARTHQUAKE,ENDEAVOR,ENDURE,FACADE,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLING,FRUSTRATION,HEADBUTT,HIDDENPOWER,ICEBEAM,INCINERATE,IRONHEAD,IRONTAIL,MIMIC,MUDSLAP,NATURALGIFT,PAYBACK,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETURN,ROAR,ROCKCLIMB,ROCKPOLISH,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROUND,SANDSTORM,SECRETPOWER,SHOCKWAVE,SLEEPTALK,SMACKDOWN,SNORE,SPITE,STEALTHROCK,STONEEDGE,STRENGTH,SUBSTITUTE,SUNNYDAY,SUPERPOWER,SWAGGER,SWORDSDANCE,THIEF,THUNDER,THUNDERBOLT,THUNDERPUNCH,UPROAR,ZENHEADBUTT",45,50,MOLDBREAKER,SHEERFORCE,0.9,31.5,It lived in jungles around 100 million years ago. Its skull is as hard as iron.,4,"RAMPARDOS,Level,30"
Rampardos,ROCK,,97,165,60,58,65,50,,"0,ENDEAVOR,1,HEADBUTT,1,LEER,1,FOCUSENERGY,6,FOCUSENERGY,10,ROCKPOLISH,15,TAKEDOWN,19,SCARYFACE,24,ASSURANCE,28,SWORDSDANCE,36,ANCIENTPOWER,43,ZENHEADBUTT,51,SCREECH,58,HEADSMASH","ANCIENTPOWER,ATTRACT,AVALANCHE,BLIZZARD,BRICKBREAK,BULLDOZE,CAPTIVATE,CONFIDE,CUT,DIG,DOUBLETEAM,DRAGONPULSE,DRAGONTAIL,EARTHPOWER,EARTHQUAKE,ENDEAVOR,ENDURE,FACADE,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,GIGAIMPACT,HEADBUTT,HIDDENPOWER,HYPERBEAM,ICEBEAM,INCINERATE,IRONHEAD,IRONTAIL,LASERFOCUS,MIMIC,MUDSLAP,NATURALGIFT,OUTRAGE,PAINSPLIT,PAYBACK,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETURN,ROAR,ROCKCLIMB,ROCKPOLISH,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROUND,SANDSTORM,SECRETPOWER,SHOCKWAVE,SLEEPTALK,SMACKDOWN,SNORE,SPITE,STEALTHROCK,STOMPINGTANTRUM,STONEEDGE,STRENGTH,SUBSTITUTE,SUNNYDAY,SUPERPOWER,SURF,SWAGGER,SWORDSDANCE,THIEF,THUNDER,THUNDERBOLT,THUNDERPUNCH,UPROAR,WHIRLPOOL,ZENHEADBUTT",45,50,MOLDBREAKER,SHEERFORCE,1.6,102.5,Its powerful head butt has enough power to shatter even the most durable things upon impact.,4,
Shieldon,ROCK,STEEL,30,42,118,30,42,88,,"1,TACKLE,1,PROTECT,6,TAUNT,10,METALSOUND,15,TAKEDOWN,19,IRONDEFENSE,24,SWAGGER,28,ANCIENTPOWER,33,ENDURE,37,METALBURST,42,IRONHEAD,46,HEAVYSLAM","ANCIENTPOWER,ATTRACT,BLIZZARD,BULLDOZE,CAPTIVATE,CONFIDE,DIG,DOUBLETEAM,EARTHPOWER,EARTHQUAKE,ENDURE,FACADE,FIREBLAST,FLAMETHROWER,FLASHCANNON,FRUSTRATION,HEADBUTT,HIDDENPOWER,ICEBEAM,INCINERATE,IRONDEFENSE,IRONHEAD,IRONTAIL,MAGNETRISE,MIMIC,MUDSLAP,NATURALGIFT,PROTECT,RAINDANCE,REST,RETURN,ROAR,ROCKPOLISH,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROUND,SANDSTORM,SECRETPOWER,SHOCKWAVE,SLEEPTALK,SMACKDOWN,SNORE,STEALTHROCK,STONEEDGE,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,TAUNT,THUNDER,THUNDERBOLT,TORMENT",45,50,STURDY,SOUNDPROOF,0.5,57.0,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.,4,"BASTIODON,Level,30"
Bastiodon,ROCK,STEEL,60,52,168,30,47,138,,"0,BLOCK,1,TACKLE,1,PROTECT,1,TAUNT,1,METALSOUND,6,TAUNT,10,METALSOUND,15,TAKEDOWN,19,IRONDEFENSE,24,SWAGGER,28,ANCIENTPOWER,36,ENDURE,43,METALBURST,51,IRONHEAD,58,HEAVYSLAM","ANCIENTPOWER,ATTRACT,AVALANCHE,BLIZZARD,BLOCK,BULLDOZE,CAPTIVATE,CONFIDE,DIG,DOUBLETEAM,EARTHPOWER,EARTHQUAKE,ENDURE,FACADE,FIREBLAST,FLAMETHROWER,FLASHCANNON,FRUSTRATION,GIGAIMPACT,HEADBUTT,HIDDENPOWER,HYPERBEAM,ICEBEAM,INCINERATE,IRONDEFENSE,IRONHEAD,IRONTAIL,MAGICCOAT,MAGNETRISE,MIMIC,MUDSLAP,NATURALGIFT,OUTRAGE,PROTECT,RAINDANCE,REST,RETURN,ROAR,ROCKPOLISH,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROUND,SANDSTORM,SECRETPOWER,SHOCKWAVE,SLEEPTALK,SMACKDOWN,SNORE,STEALTHROCK,STOMPINGTANTRUM,STONEEDGE,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,TAUNT,THUNDER,THUNDERBOLT,TORMENT",45,50,STURDY,SOUNDPROOF,1.3,149.5,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,4,
